date,currency_pair,close_price
2000-01-10,INRUSD,43.55
2000-01-10,JPYUSD,105.28
2000-01-10,KRWUSD,1133.5
2000-01-10,LKRUSD,73.3
2000-01-10,MXNUSD,9.445
2000-01-10,MYRUSD,3.8
2000-01-10,NOKUSD,8.024
2000-01-10,NZDUSD,1.935
2000-01-10,SEKUSD,8.449
2000-01-10,SGDUSD,1.6618
2000-01-10,THBUSD,37.27
2000-01-10,TWDUSD,30.83
2000-01-10,ZARUSD,6.0765
2000-01-11,AUDUSD,1.5209
2000-01-11,BRLUSD,1.8225
2000-01-11,CADUSD,1.457
2000-01-11,CHFUSD,1.5605
2000-01-11,CNYUSD,8.2795
2000-01-11,DKKUSD,7.214
2000-01-11,EURUSD,0.9688
2000-01-11,GBPUSD,0.6068
2000-01-11,HKDUSD,7.7785
2000-01-11,INRUSD,43.6
2000-01-11,JPYUSD,106.09
2000-01-11,KRWUSD,1147.0
2000-01-11,LKRUSD,73.35
2000-01-11,MXNUSD,9.4825
2000-01-11,MYRUSD,3.8
2000-01-11,NOKUSD,7.969
2000-01-11,NZDUSD,1.9365
2000-01-11,SEKUSD,8.397
2000-01-11,SGDUSD,1.669
2000-01-11,THBUSD,37.61
2000-01-11,TWDUSD,30.83
2000-01-11,ZARUSD,6.09
2000-01-12,AUDUSD,1.5202
2000-01-12,BRLUSD,1.835
2000-01-12,CADUSD,1.455
2000-01-12,CHFUSD,1.566
2000-01-12,CNYUSD,8.2796
2000-01-12,DKKUSD,7.236
2000-01-12,EURUSD,0.9727
2000-01-12,GBPUSD,0.6073
2000-01-12,HKDUSD,7.7787
2000-01-12,INRUSD,43.6
2000-01-12,JPYUSD,105.76
2000-01-12,KRWUSD,1144.5
2000-01-12,LKRUSD,73.35
2000-01-12,MXNUSD,9.515
2000-01-12,MYRUSD,3.8
2000-01-12,NOKUSD,7.977
2000-01-12,NZDUSD,1.9286
2000-01-12,SEKUSD,8.418
2000-01-12,SGDUSD,1.669
2000-01-12,THBUSD,37.54
2000-01-12,TWDUSD,30.8
2000-01-12,ZARUSD,6.0685
2000-01-13,AUDUSD,1.4954
2000-01-13,BRLUSD,1.814
2000-01-13,CADUSD,1.4495
2000-01-13,CHFUSD,1.5707
2000-01-13,CNYUSD,8.2798
2000-01-13,DKKUSD,7.252
2000-01-13,EURUSD,0.9737
2000-01-13,GBPUSD,0.6067
2000-01-13,HKDUSD,7.7788
2000-01-13,INRUSD,43.55
2000-01-13,JPYUSD,106.09
2000-01-13,KRWUSD,1135.5
2000-01-13,LKRUSD,73.35
2000-01-13,MXNUSD,9.51
2000-01-13,MYRUSD,3.8
2000-01-13,NOKUSD,7.9425
2000-01-13,NZDUSD,1.9084
2000-01-13,SEKUSD,8.417
2000-01-13,SGDUSD,1.67
2000-01-13,THBUSD,37.49
2000-01-13,TWDUSD,30.8
2000-01-13,ZARUSD,6.057
2000-01-14,AUDUSD,1.5004
2000-01-14,BRLUSD,1.805
2000-01-14,CADUSD,1.4497
2000-01-14,CHFUSD,1.5945
2000-01-14,CNYUSD,8.2797
2000-01-14,DKKUSD,7.347
2000-01-14,EURUSD,0.9874
2000-01-14,GBPUSD,0.6115
2000-01-14,HKDUSD,7.7789
2000-01-14,INRUSD,43.55
2000-01-14,JPYUSD,105.86
2000-01-14,KRWUSD,1125.0
2000-01-14,LKRUSD,73.35
2000-01-14,MXNUSD,9.455
2000-01-14,MYRUSD,3.8
2000-01-14,NOKUSD,7.997
2000-01-14,NZDUSD,1.9186
2000-01-14,SEKUSD,8.474
2000-01-14,SGDUSD,1.6752
2000-01-14,THBUSD,37.55
2000-01-14,TWDUSD,30.83
2000-01-14,ZARUSD,6.075
2000-01-18,AUDUSD,1.506
2000-01-18,BRLUSD,1.7942
2000-01-18,CADUSD,1.4502
2000-01-18,CHFUSD,1.5942
2000-01-18,CNYUSD,8.2793
2000-01-18,DKKUSD,7.356
2000-01-18,EURUSD,0.988
2000-01-18,GBPUSD,0.6105
2000-01-18,HKDUSD,7.779
2000-01-18,INRUSD,43.6
2000-01-18,JPYUSD,105.49
2000-01-18,KRWUSD,1127.0
2000-01-18,LKRUSD,72.85
2000-01-18,MXNUSD,9.441
2000-01-18,MYRUSD,3.8
2000-01-18,NOKUSD,8.01
2000-01-18,NZDUSD,1.9342
2000-01-18,SEKUSD,8.468
2000-01-18,SGDUSD,1.6735
2000-01-18,THBUSD,37.4
2000-01-18,TWDUSD,30.89
2000-01-18,ZARUSD,6.089
2000-01-19,AUDUSD,1.5074
2000-01-19,BRLUSD,1.793
2000-01-19,CADUSD,1.4527
2000-01-19,CHFUSD,1.5965
2000-01-19,CNYUSD,8.2797
2000-01-19,DKKUSD,7.3655
2000-01-19,EURUSD,0.9886
2000-01-19,GBPUSD,0.6083
2000-01-19,HKDUSD,7.7798
2000-01-19,INRUSD,43.6
2000-01-19,JPYUSD,105.39
2000-01-19,KRWUSD,1134.0
2000-01-19,LKRUSD,73.2
2000-01-19,MXNUSD,9.418
2000-01-19,MYRUSD,3.8
2000-01-19,NOKUSD,8.0
2000-01-19,NZDUSD,1.9399
2000-01-19,SEKUSD,8.487
2000-01-19,SGDUSD,1.6753
2000-01-19,THBUSD,37.4
2000-01-19,TWDUSD,30.85
2000-01-19,ZARUSD,6.114
2000-01-20,AUDUSD,1.5002
2000-01-20,BRLUSD,1.7785
2000-01-20,CADUSD,1.4484
2000-01-20,CHFUSD,1.5915
2000-01-20,CNYUSD,8.2794
2000-01-20,DKKUSD,7.343
2000-01-20,EURUSD,0.9869
2000-01-20,GBPUSD,0.6047
2000-01-20,HKDUSD,7.7795
2000-01-20,INRUSD,43.6
2000-01-20,JPYUSD,105.45
2000-01-20,KRWUSD,1126.0
2000-01-20,LKRUSD,72.95
2000-01-20,MXNUSD,9.408
2000-01-20,MYRUSD,3.8
2000-01-20,NOKUSD,7.977
2000-01-20,NZDUSD,1.9486
2000-01-20,SEKUSD,8.468
2000-01-20,SGDUSD,1.6765
2000-01-20,THBUSD,37.28
2000-01-20,TWDUSD,30.85
2000-01-20,ZARUSD,6.1
2000-01-21,AUDUSD,1.5103
2000-01-21,BRLUSD,1.78
2000-01-21,CADUSD,1.442
2000-01-21,CHFUSD,1.5973
2000-01-21,CNYUSD,8.2795
2000-01-21,DKKUSD,7.3725
2000-01-21,EURUSD,0.9901
2000-01-21,GBPUSD,0.6059
2000-01-21,HKDUSD,7.7792
2000-01-21,INRUSD,43.6
2000-01-21,JPYUSD,104.96
2000-01-21,KRWUSD,1128.0
2000-01-21,LKRUSD,73.3
2000-01-21,MXNUSD,9.447
2000-01-21,MYRUSD,3.8
2000-01-21,NOKUSD,7.999
2000-01-21,NZDUSD,1.9592
2000-01-21,SEKUSD,8.493
2000-01-21,SGDUSD,1.681
2000-01-21,THBUSD,37.23
2000-01-21,TWDUSD,30.85
2000-01-21,ZARUSD,6.128
2000-01-24,AUDUSD,1.5281
2000-01-24,BRLUSD,1.768
2000-01-24,CADUSD,1.44
2000-01-24,CHFUSD,1.609
2000-01-24,CNYUSD,8.2789
2000-01-24,DKKUSD,7.428
2000-01-24,EURUSD,0.9981
2000-01-24,GBPUSD,0.6053
2000-01-24,HKDUSD,7.7795
2000-01-24,INRUSD,43.62
2000-01-24,JPYUSD,105.52
2000-01-24,KRWUSD,1124.5
2000-01-24,LKRUSD,72.95
2000-01-24,MXNUSD,9.485
2000-01-24,MYRUSD,3.8
2000-01-24,NOKUSD,8.026
2000-01-24,NZDUSD,1.9759
2000-01-24,SEKUSD,8.526
2000-01-24,SGDUSD,1.6825
2000-01-24,THBUSD,37.3
2000-01-24,TWDUSD,30.85
2000-01-24,ZARUSD,6.1675
2000-01-25,AUDUSD,1.5286
2000-01-25,BRLUSD,1.78
2000-01-25,CADUSD,1.4389
2000-01-25,CHFUSD,1.6085
2000-01-25,CNYUSD,8.2786
2000-01-25,DKKUSD,7.412
2000-01-25,EURUSD,0.9959
2000-01-25,GBPUSD,0.6067
2000-01-25,HKDUSD,7.78
2000-01-25,INRUSD,43.59
2000-01-25,JPYUSD,105.87
2000-01-25,KRWUSD,1127.0
2000-01-25,LKRUSD,73.45
2000-01-25,MXNUSD,9.525
2000-01-25,MYRUSD,3.8
2000-01-25,NOKUSD,8.036
2000-01-25,NZDUSD,1.9732
2000-01-25,SEKUSD,8.521
2000-01-25,SGDUSD,1.6867
2000-01-25,THBUSD,37.27
2000-01-25,TWDUSD,30.85
2000-01-25,ZARUSD,6.1617
2000-01-26,AUDUSD,1.5373
2000-01-26,BRLUSD,1.781
2000-01-26,CADUSD,1.4379
2000-01-26,CHFUSD,1.6102
2000-01-26,CNYUSD,8.2782
2000-01-26,DKKUSD,7.433
2000-01-26,EURUSD,0.9989
2000-01-26,GBPUSD,0.6099
2000-01-26,HKDUSD,7.7805
2000-01-26,INRUSD,43.65
2000-01-26,JPYUSD,105.85
2000-01-26,KRWUSD,1127.8
2000-01-26,LKRUSD,73.4
2000-01-26,MXNUSD,9.5175
2000-01-26,MYRUSD,3.8
2000-01-26,NOKUSD,8.0675
2000-01-26,NZDUSD,1.9763
2000-01-26,SEKUSD,8.5285
2000-01-26,SGDUSD,1.695
2000-01-26,THBUSD,37.48
2000-01-26,TWDUSD,30.85
2000-01-26,ZARUSD,6.175
2000-01-27,AUDUSD,1.5267
2000-01-27,BRLUSD,1.78
2000-01-27,CADUSD,1.435
2000-01-27,CHFUSD,1.6317
2000-01-27,CNYUSD,8.2783
2000-01-27,DKKUSD,7.525
2000-01-27,EURUSD,1.0111
2000-01-27,GBPUSD,0.6111
2000-01-27,HKDUSD,7.7805
2000-01-27,INRUSD,43.63
2000-01-27,JPYUSD,104.91
2000-01-27,KRWUSD,1125.0
2000-01-27,LKRUSD,73.45
2000-01-27,MXNUSD,9.52
2000-01-27,MYRUSD,3.8
2000-01-27,NOKUSD,8.1475
2000-01-27,NZDUSD,1.9716
2000-01-27,SEKUSD,8.615
2000-01-27,SGDUSD,1.693
2000-01-27,THBUSD,37.46
2000-01-27,TWDUSD,30.83
2000-01-27,ZARUSD,6.227
2000-01-28,AUDUSD,1.5962
2000-01-28,BRLUSD,1.79
2000-01-28,CADUSD,1.4495
2000-01-28,CHFUSD,1.6485
2000-01-28,CNYUSD,8.2781
2000-01-28,DKKUSD,7.6165
2000-01-28,EURUSD,1.0241
2000-01-28,GBPUSD,0.6169
2000-01-28,HKDUSD,7.78
2000-01-28,INRUSD,43.65
2000-01-28,JPYUSD,107.15
2000-01-28,KRWUSD,1121.0
2000-01-28,LKRUSD,73.05
2000-01-28,MXNUSD,9.581
2000-01-28,MYRUSD,3.8
2000-01-28,NOKUSD,8.27
2000-01-28,NZDUSD,2.0534
2000-01-28,SEKUSD,8.82
2000-01-28,SGDUSD,1.71
2000-01-28,THBUSD,37.65
2000-01-28,TWDUSD,30.75
2000-01-28,ZARUSD,6.3575
2000-01-31,AUDUSD,1.5669
2000-01-31,BRLUSD,1.802
2000-01-31,CADUSD,1.4517
2000-01-31,CHFUSD,1.6495
2000-01-31,CNYUSD,8.2777
2000-01-31,DKKUSD,7.633
2000-01-31,EURUSD,1.0249
2000-01-31,GBPUSD,0.618
2000-01-31,HKDUSD,7.781
2000-01-31,INRUSD,43.65
2000-01-31,JPYUSD,107.33
2000-01-31,KRWUSD,1124.0
2000-01-31,LKRUSD,73.5
2000-01-31,MXNUSD,9.64
2000-01-31,MYRUSD,3.8
2000-01-31,NOKUSD,8.301
2000-01-31,NZDUSD,2.019
2000-01-31,SEKUSD,8.815
2000-01-31,SGDUSD,1.701
2000-01-31,THBUSD,37.55
2000-01-31,TWDUSD,30.75
2000-01-31,ZARUSD,6.3125
2000-02-01,AUDUSD,1.5835
2000-02-01,BRLUSD,1.795
2000-02-01,CADUSD,1.4468
2000-02-01,CHFUSD,1.654
2000-02-01,CNYUSD,8.2774
2000-02-01,DKKUSD,7.6445
2000-02-01,EURUSD,1.0276
2000-02-01,GBPUSD,0.6192
2000-02-01,HKDUSD,7.7807
2000-02-01,INRUSD,43.62
2000-02-01,JPYUSD,107.67
2000-02-01,KRWUSD,1127.0
2000-02-01,LKRUSD,73.55
2000-02-01,MXNUSD,9.597
2000-02-01,MYRUSD,3.8
2000-02-01,NOKUSD,8.277
2000-02-01,NZDUSD,2.0392
2000-02-01,SEKUSD,8.768
2000-02-01,SGDUSD,1.699
2000-02-01,THBUSD,37.51
2000-02-01,TWDUSD,31.75
2000-02-01,ZARUSD,6.28
2000-02-02,AUDUSD,1.5723
2000-02-02,BRLUSD,1.785
2000-02-02,CADUSD,1.4435
2000-02-02,CHFUSD,1.6502
2000-02-02,CNYUSD,8.2773
2000-02-02,DKKUSD,7.6215
2000-02-02,EURUSD,1.0238
2000-02-02,GBPUSD,0.6227
2000-02-02,HKDUSD,7.7805
2000-02-02,INRUSD,43.65
2000-02-02,JPYUSD,108.4
2000-02-02,KRWUSD,1131.0
2000-02-02,LKRUSD,73.25
2000-02-02,MXNUSD,9.575
2000-02-02,MYRUSD,3.8
2000-02-02,NOKUSD,8.225
2000-02-02,NZDUSD,2.0416
2000-02-02,SEKUSD,8.708
2000-02-02,SGDUSD,1.6985
2000-02-02,THBUSD,37.65
2000-02-02,TWDUSD,30.8
2000-02-02,ZARUSD,6.2825
2000-02-03,AUDUSD,1.5657
2000-02-03,BRLUSD,1.775
2000-02-03,CADUSD,1.4417
2000-02-03,CHFUSD,1.6255
2000-02-03,CNYUSD,8.2781
2000-02-03,DKKUSD,7.52
2000-02-03,EURUSD,1.0114
2000-02-03,GBPUSD,0.624
2000-02-03,HKDUSD,7.7812
2000-02-03,INRUSD,43.65
2000-02-03,JPYUSD,107.92
2000-02-03,KRWUSD,1130.5
2000-02-03,LKRUSD,73.55
2000-02-03,MXNUSD,9.51
2000-02-03,MYRUSD,3.8
2000-02-03,NOKUSD,8.158
2000-02-03,NZDUSD,2.0133
2000-02-03,SEKUSD,8.577
2000-02-03,SGDUSD,1.6925
2000-02-03,THBUSD,37.59
2000-02-03,TWDUSD,30.8
2000-02-03,ZARUSD,6.2575
2000-02-04,AUDUSD,1.5835
2000-02-04,BRLUSD,1.773
2000-02-04,CADUSD,1.4467
2000-02-04,CHFUSD,1.647
2000-02-04,CNYUSD,8.2788
2000-02-04,DKKUSD,7.626
2000-02-04,EURUSD,1.0246
2000-02-04,GBPUSD,0.6283
2000-02-04,HKDUSD,7.781
2000-02-04,INRUSD,43.65
2000-02-04,JPYUSD,107.54
2000-02-04,KRWUSD,1130.0
2000-02-04,LKRUSD,73.55
2000-02-04,MXNUSD,9.481
2000-02-04,MYRUSD,3.8
2000-02-04,NOKUSD,8.27
2000-02-04,NZDUSD,2.0284
2000-02-04,SEKUSD,8.663
2000-02-04,SGDUSD,1.693
2000-02-04,THBUSD,37.55
2000-02-04,TWDUSD,30.8
2000-02-04,ZARUSD,6.286
2000-02-07,AUDUSD,1.5775
2000-02-07,BRLUSD,1.77
2000-02-07,CADUSD,1.4457
2000-02-07,CHFUSD,1.6426
2000-02-07,CNYUSD,8.2788
2000-02-07,DKKUSD,7.609
2000-02-07,EURUSD,1.0222
2000-02-07,GBPUSD,0.6283
2000-02-07,HKDUSD,7.782
2000-02-07,INRUSD,43.64
2000-02-07,JPYUSD,108.75
2000-02-07,KRWUSD,1129.6
2000-02-07,LKRUSD,73.5
2000-02-07,MXNUSD,9.436
2000-02-07,MYRUSD,3.8
2000-02-07,NOKUSD,8.259
2000-02-07,NZDUSD,2.0259
2000-02-07,SEKUSD,8.66
2000-02-07,SGDUSD,1.6958
2000-02-07,THBUSD,37.75
2000-02-07,TWDUSD,30.8
2000-02-07,ZARUSD,6.2905
2000-02-08,AUDUSD,1.5741
2000-02-08,BRLUSD,1.765
2000-02-08,CADUSD,1.4473
2000-02-08,CHFUSD,1.6301
2000-02-08,CNYUSD,8.2788
2000-02-08,DKKUSD,7.5455
2000-02-08,EURUSD,1.014
2000-02-08,GBPUSD,0.6209
2000-02-08,HKDUSD,7.7809
2000-02-08,INRUSD,43.63
2000-02-08,JPYUSD,109.59
2000-02-08,KRWUSD,1129.5
2000-02-08,LKRUSD,73.6
2000-02-08,MXNUSD,9.402
2000-02-08,MYRUSD,3.8
2000-02-08,NOKUSD,8.1835
2000-02-08,NZDUSD,2.0243
2000-02-08,SEKUSD,8.595
2000-02-08,SGDUSD,1.6968
2000-02-08,THBUSD,37.64
2000-02-08,TWDUSD,30.75
2000-02-08,ZARUSD,6.299
2000-02-09,AUDUSD,1.576
2000-02-09,BRLUSD,1.77
2000-02-09,CADUSD,1.4443
2000-02-09,CHFUSD,1.6232
2000-02-09,CNYUSD,8.2788
2000-02-09,DKKUSD,7.504
2000-02-09,EURUSD,1.0087
2000-02-09,GBPUSD,0.6205
2000-02-09,HKDUSD,7.781
2000-02-09,INRUSD,43.65
2000-02-09,JPYUSD,109.11
2000-02-09,KRWUSD,1124.0
2000-02-09,LKRUSD,73.6
2000-02-09,MXNUSD,9.399
2000-02-09,MYRUSD,3.8
2000-02-09,NOKUSD,8.145
2000-02-09,NZDUSD,2.0325
2000-02-09,SEKUSD,8.544
2000-02-09,SGDUSD,1.6918
2000-02-09,THBUSD,37.55
2000-02-09,TWDUSD,30.65
2000-02-09,ZARUSD,6.32
2000-02-10,AUDUSD,1.5823
2000-02-10,BRLUSD,1.77
2000-02-10,CADUSD,1.45
2000-02-10,CHFUSD,1.628
2000-02-10,CNYUSD,8.2788
2000-02-10,DKKUSD,7.547
2000-02-10,EURUSD,1.0137
2000-02-10,GBPUSD,0.6228
2000-02-10,HKDUSD,7.782
2000-02-10,INRUSD,43.58
2000-02-10,JPYUSD,108.74
2000-02-10,KRWUSD,1121.0
2000-02-10,LKRUSD,72.82
2000-02-10,MXNUSD,9.4365
2000-02-10,MYRUSD,3.8
2000-02-10,NOKUSD,8.175
2000-02-10,NZDUSD,2.0263
2000-02-10,SEKUSD,8.585
2000-02-10,SGDUSD,1.6929
2000-02-10,THBUSD,37.42
2000-02-10,TWDUSD,30.65
2000-02-10,ZARUSD,6.3425
2000-02-11,AUDUSD,1.5918
2000-02-11,BRLUSD,1.767
2000-02-11,CADUSD,1.4515
2000-02-11,CHFUSD,1.6305
2000-02-11,CNYUSD,8.2788
2000-02-11,DKKUSD,7.566
2000-02-11,EURUSD,1.0155
2000-02-11,GBPUSD,0.628
2000-02-11,HKDUSD,7.7814
2000-02-11,INRUSD,43.65
2000-02-11,JPYUSD,108.99
2000-02-11,KRWUSD,1115.0
2000-02-11,LKRUSD,73.6
2000-02-11,MXNUSD,9.423
2000-02-11,MYRUSD,3.8
2000-02-11,NOKUSD,8.212
2000-02-11,NZDUSD,2.0346
2000-02-11,SEKUSD,8.608
2000-02-11,SGDUSD,1.6947
2000-02-11,THBUSD,37.43
2000-02-11,TWDUSD,30.63
2000-02-11,ZARUSD,6.361
2000-02-14,AUDUSD,1.5926
2000-02-14,BRLUSD,1.769
2000-02-14,CADUSD,1.4547
2000-02-14,CHFUSD,1.6435
2000-02-14,CNYUSD,8.2779
2000-02-14,DKKUSD,7.612
2000-02-14,EURUSD,1.0222
2000-02-14,GBPUSD,0.6293
2000-02-14,HKDUSD,7.78
2000-02-14,INRUSD,43.65
2000-02-14,JPYUSD,108.65
2000-02-14,KRWUSD,1128.0
2000-02-14,LKRUSD,73.65
2000-02-14,MXNUSD,9.393
2000-02-14,MYRUSD,3.8
2000-02-14,NOKUSD,8.248
2000-02-14,NZDUSD,2.0542
2000-02-14,SEKUSD,8.679
2000-02-14,SGDUSD,1.6975
2000-02-14,THBUSD,37.49
2000-02-14,TWDUSD,30.72
2000-02-14,ZARUSD,6.355
2000-02-15,AUDUSD,1.5873
2000-02-15,BRLUSD,1.783
2000-02-15,CADUSD,1.4585
2000-02-15,CHFUSD,1.633
2000-02-15,CNYUSD,8.2777
2000-02-15,DKKUSD,7.5743
2000-02-15,EURUSD,1.0169
2000-02-15,GBPUSD,0.627
2000-02-15,HKDUSD,7.781
2000-02-15,INRUSD,43.64
2000-02-15,JPYUSD,108.75
2000-02-15,KRWUSD,1128.0
2000-02-15,LKRUSD,73.75
2000-02-15,MXNUSD,9.3875
2000-02-15,MYRUSD,3.8
2000-02-15,NOKUSD,8.2515
2000-02-15,NZDUSD,2.0534
2000-02-15,SEKUSD,8.68
2000-02-15,SGDUSD,1.696
2000-02-15,THBUSD,37.52
2000-02-15,TWDUSD,30.75
2000-02-15,ZARUSD,6.355
2000-02-16,AUDUSD,1.587
2000-02-16,BRLUSD,1.775
2000-02-16,CADUSD,1.452
2000-02-16,CHFUSD,1.6302
2000-02-16,CNYUSD,8.2777
2000-02-16,DKKUSD,7.567
2000-02-16,EURUSD,1.0161
2000-02-16,GBPUSD,0.6234
2000-02-16,HKDUSD,7.7814
2000-02-16,INRUSD,43.75
2000-02-16,JPYUSD,109.38
2000-02-16,KRWUSD,1126.0
2000-02-16,LKRUSD,73.41
2000-02-16,MXNUSD,9.3715
2000-02-16,MYRUSD,3.8
2000-02-16,NOKUSD,8.239
2000-02-16,NZDUSD,2.0412
2000-02-16,SEKUSD,8.6695
2000-02-16,SGDUSD,1.7033
2000-02-16,THBUSD,37.7
2000-02-16,TWDUSD,30.72
2000-02-16,ZARUSD,6.3375
2000-02-17,AUDUSD,1.5823
2000-02-17,BRLUSD,1.777
2000-02-17,CADUSD,1.4522
2000-02-17,CHFUSD,1.6274
2000-02-17,CNYUSD,8.2772
2000-02-17,DKKUSD,7.555
2000-02-17,EURUSD,1.0139
2000-02-17,GBPUSD,0.6231
2000-02-17,HKDUSD,7.7815
2000-02-17,INRUSD,43.68
2000-02-17,JPYUSD,110.27
2000-02-17,KRWUSD,1128.0
2000-02-17,LKRUSD,73.65
2000-02-17,MXNUSD,9.398
2000-02-17,MYRUSD,3.8
2000-02-17,NOKUSD,8.285
2000-02-17,NZDUSD,2.0255
2000-02-17,SEKUSD,8.68
2000-02-17,SGDUSD,1.706
2000-02-17,THBUSD,37.77
2000-02-17,TWDUSD,30.72
2000-02-17,ZARUSD,6.325
2000-02-18,AUDUSD,1.5893
2000-02-18,BRLUSD,1.777
2000-02-18,CADUSD,1.4512
2000-02-18,CHFUSD,1.6282
2000-02-18,CNYUSD,8.2772
2000-02-18,DKKUSD,7.561
2000-02-18,EURUSD,1.0152
2000-02-18,GBPUSD,0.6256
2000-02-18,HKDUSD,7.7808
2000-02-18,INRUSD,43.68
2000-02-18,JPYUSD,110.88
2000-02-18,KRWUSD,1129.0
2000-02-18,LKRUSD,73.36
2000-02-18,MXNUSD,9.354
2000-02-18,MYRUSD,3.8
2000-02-18,NOKUSD,8.257
2000-02-18,NZDUSD,2.0371
2000-02-18,SEKUSD,8.6725
2000-02-18,SGDUSD,1.7058
2000-02-18,THBUSD,38.11
2000-02-18,TWDUSD,30.765
2000-02-18,ZARUSD,6.325
2000-02-22,AUDUSD,1.5982
2000-02-22,BRLUSD,1.785
2000-02-22,CADUSD,1.4595
2000-02-22,CHFUSD,1.5983
2000-02-22,CNYUSD,8.2773
2000-02-22,DKKUSD,7.4035
2000-02-22,EURUSD,0.994
2000-02-22,GBPUSD,0.6186
2000-02-22,HKDUSD,7.7825
2000-02-22,INRUSD,43.65
2000-02-22,JPYUSD,111.04
2000-02-22,KRWUSD,1135.0
2000-02-22,LKRUSD,73.6
2000-02-22,MXNUSD,9.427
2000-02-22,MYRUSD,3.8
2000-02-22,NOKUSD,8.145
2000-02-22,NZDUSD,2.0338
2000-02-22,SEKUSD,8.5395
2000-02-22,SGDUSD,1.7085
2000-02-22,THBUSD,38.22
2000-02-22,TWDUSD,30.8
2000-02-22,ZARUSD,6.313
2000-02-23,AUDUSD,1.6139
2000-02-23,BRLUSD,1.79
2000-02-23,CADUSD,1.4651
2000-02-23,CHFUSD,1.6082
2000-02-23,CNYUSD,8.278
2000-02-23,DKKUSD,7.436
2000-02-23,EURUSD,0.9983
2000-02-23,GBPUSD,0.6232
2000-02-23,HKDUSD,7.7826
2000-02-23,INRUSD,43.68
2000-02-23,JPYUSD,111.11
2000-02-23,KRWUSD,1136.0
2000-02-23,LKRUSD,73.6
2000-02-23,MXNUSD,9.413
2000-02-23,MYRUSD,3.8
2000-02-23,NOKUSD,8.1775
2000-02-23,NZDUSD,2.0597
2000-02-23,SEKUSD,8.577
2000-02-23,SGDUSD,1.714
2000-02-23,THBUSD,38.09
2000-02-23,TWDUSD,30.8
2000-02-23,ZARUSD,6.335
2000-02-24,AUDUSD,1.6276
2000-02-24,BRLUSD,1.782
2000-02-24,CADUSD,1.4587
2000-02-24,CHFUSD,1.62
2000-02-24,CNYUSD,8.278
2000-02-24,DKKUSD,7.501
2000-02-24,EURUSD,1.0069
2000-02-24,GBPUSD,0.6257
2000-02-24,HKDUSD,7.783
2000-02-24,INRUSD,43.65
2000-02-24,JPYUSD,110.95
2000-02-24,KRWUSD,1144.0
2000-02-24,LKRUSD,73.75
2000-02-24,MXNUSD,9.382
2000-02-24,MYRUSD,3.8
2000-02-24,NOKUSD,8.2055
2000-02-24,NZDUSD,2.0547
2000-02-24,SEKUSD,8.619
2000-02-24,SGDUSD,1.7165
2000-02-24,THBUSD,38.22
2000-02-24,TWDUSD,30.85
2000-02-24,ZARUSD,6.329
2000-02-25,AUDUSD,1.6194
2000-02-25,BRLUSD,1.774
2000-02-25,CADUSD,1.4505
2000-02-25,CHFUSD,1.6475
2000-02-25,CNYUSD,8.2786
2000-02-25,DKKUSD,7.6345
2000-02-25,EURUSD,1.0243
2000-02-25,GBPUSD,0.6286
2000-02-25,HKDUSD,7.783
2000-02-25,INRUSD,43.65
2000-02-25,JPYUSD,110.98
2000-02-25,KRWUSD,1137.0
2000-02-25,LKRUSD,73.75
2000-02-25,MXNUSD,9.378
2000-02-25,MYRUSD,3.8
2000-02-25,NOKUSD,8.312
2000-02-25,NZDUSD,2.0483
2000-02-25,SEKUSD,8.695
2000-02-25,SGDUSD,1.711
2000-02-25,THBUSD,37.88
2000-02-25,TWDUSD,30.8
2000-02-25,ZARUSD,6.312
2000-02-28,AUDUSD,1.6351
2000-02-28,BRLUSD,1.779
2000-02-28,CADUSD,1.4538
2000-02-28,CHFUSD,1.6615
2000-02-28,CNYUSD,8.2786
2000-02-28,DKKUSD,7.6975
2000-02-28,EURUSD,1.0342
2000-02-28,GBPUSD,0.6275
2000-02-28,HKDUSD,7.783
2000-02-28,INRUSD,43.68
2000-02-28,JPYUSD,109.17
2000-02-28,KRWUSD,1135.0
2000-02-28,LKRUSD,73.75
2000-02-28,MXNUSD,9.4025
2000-02-28,MYRUSD,3.8
2000-02-28,NOKUSD,8.3425
2000-02-28,NZDUSD,2.0636
2000-02-28,SEKUSD,8.6895
2000-02-28,SGDUSD,1.7185
2000-02-28,THBUSD,37.95
2000-02-28,TWDUSD,30.8
2000-02-28,ZARUSD,6.3725
2000-02-29,AUDUSD,1.6247
2000-02-29,BRLUSD,1.769
2000-02-29,CADUSD,1.4505
2000-02-29,CHFUSD,1.6665
2000-02-29,CNYUSD,8.2786
2000-02-29,DKKUSD,7.724
2000-02-29,EURUSD,1.037
2000-02-29,GBPUSD,0.6337
2000-02-29,HKDUSD,7.7833
2000-02-29,INRUSD,43.65
2000-02-29,JPYUSD,109.88
2000-02-29,KRWUSD,1131.31
2000-02-29,LKRUSD,73.75
2000-02-29,MXNUSD,9.3645
2000-02-29,MYRUSD,3.8
2000-02-29,NOKUSD,8.381
2000-02-29,NZDUSD,2.0555
2000-02-29,SEKUSD,8.75
2000-02-29,SGDUSD,1.7237
2000-02-29,THBUSD,38.13
2000-02-29,TWDUSD,30.76
2000-02-29,ZARUSD,6.34
2000-03-01,AUDUSD,1.6483
2000-03-01,BRLUSD,1.769
2000-03-01,CADUSD,1.447
2000-03-01,CHFUSD,1.6568
2000-03-01,CNYUSD,8.2786
